用户ID,用户所在地,年龄,性别,权益
CUST_656403,宁河区,47,女,会员
CUST_718825,绵阳市,41,男,普通
CUST_949073,铜仁市,43,女,会员
CUST_120502,石嘴山市,50,男,会员
CUST_691823,克拉玛依市,59,男,普通
CUST_781722,滨海新区,33,男,会员
CUST_815118,三门峡市,54,男,普通
CUST_235037,汕尾市,46,女,会员
CUST_294740,丽水市,46,男,会员
CUST_461187,和平区,48,女,普通
CUST_897939,佳木斯市,32,男,普通
CUST_163740,津南区,37,女,普通
CUST_662802,嘉定区,15,女,普通
CUST_927063,鞍山市,48,女,会员
CUST_583449,北海市,47,男,会员
CUST_265204,长治市,40,女,普通
CUST_136329,万宁市,26,男,会员
CUST_821141,永州市,52,女,会员
CUST_360628,龙岩市,50,女,会员
CUST_988508,西青区,35,男,普通
CUST_909598,闵行区,39,女,会员
CUST_400158,琼中黎族苗族自治县,32,男,普通
CUST_617415,吕梁市,45,男,会员
CUST_777071,潮州市,37,男,普通
CUST_679599,合肥市,44,女,普通
CUST_498144,延安市,29,女,会员
CUST_803473,榆林市,51,男,普通
CUST_621374,德州市,38,女,会员
CUST_747617,三亚市,39,女,会员
CUST_321462,南充市,17,男,普通
CUST_173815,德阳市,19,女,会员
CUST_372978,泉州市,48,男,普通
CUST_240506,秦皇岛市,33,女,普通
CUST_235013,杭州市,34,女,普通
CUST_646185,北碚区,53,女,普通
CUST_261682,吉林市,32,男,普通
CUST_960489,临汾市,45,男,普通
CUST_649535,静安区,30,男,普通
CUST_251423,广元市,47,女,会员
CUST_694735,梅州市,47,男,普通
CUST_234936,望德堂区,58,男,普通
CUST_272209,塔城地区,33,男,会员
CUST_937340,太原市,52,男,会员
CUST_130931,南通市,47,男,会员
CUST_953315,来宾市,38,男,普通
CUST_859240,桂林市,50,男,普通
CUST_208177,阳泉市,30,男,普通
CUST_354988,甘孜藏族自治州,40,男,普通
CUST_443719,汕头市,32,女,普通
CUST_373048,虹口区,31,女,会员
CUST_890400,克孜勒苏柯尔克孜自治州,39,女,普通
CUST_127442,阳泉市,27,男,会员
CUST_398169,东区,51,男,会员
CUST_362463,佛山市,26,女,普通
CUST_907999,石家庄市,26,男,会员
CUST_262631,廊坊市,33,女,会员
CUST_314137,张掖市,39,男,会员
CUST_470006,桂林市,60,男,普通
CUST_874594,武汉市,44,女,普通
CUST_201999,虹口区,39,女,会员
CUST_308300,长春市,46,女,会员
CUST_508343,江北区,42,女,会员
CUST_893194,东区,41,女,会员
CUST_576030,百色市,48,女,会员
CUST_271897,巴音郭楞蒙古自治州,33,男,会员
CUST_177924,洛阳市,37,女,会员
CUST_995290,泸州市,33,女,会员
CUST_721592,松原市,36,男,会员
CUST_406261,临沧市,36,女,普通
CUST_135689,铜川市,51,女,会员
CUST_123305,日喀则市,44,女,会员
CUST_255184,门头沟区,51,女,普通
CUST_981720,辽阳市,46,男,普通
CUST_322091,德州市,44,女,普通
CUST_872509,济源市,24,男,会员
CUST_220892,商丘市,41,男,普通
CUST_843270,三明市,48,男,普通
CUST_436606,巴南区,44,女,普通
CUST_557054,钦州市,37,女,普通
CUST_198533,北海市,22,女,会员
CUST_509945,中山市,37,女,普通
CUST_960103,青岛市,56,男,普通
CUST_277889,鄂州市,32,女,普通
CUST_697933,西贡区,41,男,普通
CUST_753571,葵青区,50,男,普通
CUST_637682,襄阳市,41,男,普通
CUST_901973,东丽区,43,女,会员
CUST_220420,新竹市,44,女,会员
CUST_108329,海南藏族自治州,33,女,普通
CUST_782945,朝阳区,34,女,普通
CUST_494366,和田市,50,女,普通
CUST_527414,崇左市,37,女,普通
CUST_410861,迪庆藏族自治州,42,男,普通
CUST_582133,沈阳市,59,女,普通
CUST_172736,河东区,49,女,会员
CUST_966477,东城区,37,女,会员
CUST_912289,黔江区,37,女,会员
CUST_119025,莆田市,61,女,会员
CUST_762930,林芝市,42,女,会员
CUST_660125,临沧市,28,男,会员
CUST_507272,未知,28,女,会员
CUST_267448,未知,47,男,普通
CUST_101267,漳州市,42,男,普通
CUST_284771,北辰区,45,女,普通
CUST_273116,南宁市,61,女,普通
CUST_172350,乌兰察布市,42,男,会员
CUST_818005,黄大仙区,38,男,普通
CUST_531473,营口市,32,男,会员
CUST_111170,通辽市,51,女,会员
CUST_651917,鹤岗市,43,男,普通
CUST_944086,阳泉市,33,男,普通
CUST_769456,渝北区,46,女,普通
CUST_705931,拉萨市,44,男,会员
CUST_251118,湖州市,42,男,会员
CUST_350144,鹤壁市,42,男,会员
CUST_177642,陵水黎族自治县,45,女,普通
CUST_689995,日照市,28,男,普通
CUST_326402,亳州市,7,男,会员
CUST_181683,沧州市,36,男,普通
CUST_738056,沙坪坝区,38,女,普通
CUST_289161,绍兴市,27,女,会员
CUST_820113,娄底市,35,男,普通
CUST_161257,湛江市,22,女,会员
CUST_306750,黄山市,45,女,会员
CUST_366203,佛山市,46,男,普通
CUST_573559,邢台市,46,女,会员
CUST_289168,石嘴山市,44,女,普通
CUST_698648,铜梁区,31,男,会员
CUST_644829,台南市,41,男,普通
CUST_360810,铜梁区,133,女,会员
CUST_470595,湘潭市,42,男,普通
CUST_460124,淮安市,37,男,会员
CUST_508757,鞍山市,40,男,普通
CUST_704034,乌兰察布市,49,男,会员
CUST_490605,宝山区,19,男,会员
CUST_874426,唐山市,42,女,会员
CUST_308592,葫芦岛市,18,女,会员
CUST_119521,衡阳市,27,男,普通
CUST_180578,果洛藏族自治州,31,男,会员
CUST_959800,津南区,27,男,普通
CUST_808032,平谷区,31,女,会员
CUST_497643,济南市,30,女,会员
CUST_372401,茂名市,37,男,会员
CUST_570779,葫芦岛市,53,女,会员
CUST_236953,楚雄彝族自治州,29,女,会员
CUST_788708,琼海市,54,男,会员
CUST_691145,新乡市,48,男,会员
CUST_268291,海淀区,35,男,普通
CUST_169307,德宏傣族景颇族自治州,35,男,会员
CUST_420114,巴南区,41,女,会员
CUST_274234,巴中市,41,女,普通
CUST_722120,怒江傈僳族自治州,61,男,普通
CUST_316266,武威市,32,男,会员
CUST_408839,奉贤区,41,女,普通
CUST_875177,菏泽市,26,男,会员
CUST_672795,钦州市,34,女,会员
CUST_255351,宝鸡市,47,男,普通
CUST_484375,揭阳市,46,男,会员
CUST_441932,三门峡市,55,女,会员
CUST_657412,九龙城区,36,女,会员
CUST_115149,淮安市,39,男,会员
CUST_275537,徐州市,55,男,普通
CUST_934318,景德镇市,36,女,会员
CUST_135275,昌都市,26,女,会员
CUST_450772,湖州市,39,男,普通
CUST_814124,达州市,46,女,会员
CUST_998876,九江市,47,男,普通
CUST_575374,濮阳市,49,男,会员
CUST_440205,秦皇岛市,43,女,普通
CUST_572930,未知,53,女,会员
CUST_761434,文山壮族苗族自治州,31,男,普通
CUST_619561,海淀区,43,女,会员
CUST_819260,吉林市,44,女,普通
CUST_455179,萍乡市,39,男,普通
CUST_279365,圣安多尼堂区,39,男,普通
CUST_466779,绥化市,38,男,普通
CUST_473331,东区,50,男,普通
CUST_618849,大理白族自治州,7,男,会员
CUST_560350,綦江区,39,男,普通
CUST_788549,桂林市,35,女,普通
CUST_233659,望德堂区,41,男,普通
CUST_393194,常州市,46,女,会员
CUST_651739,巴音郭楞蒙古自治州,29,男,会员
CUST_328096,保亭黎族苗族自治县,46,男,普通
CUST_958125,油尖旺区,40,女,普通
CUST_716348,绍兴市,43,男,会员
CUST_685975,金山区,33,女,会员
CUST_780024,普陀区,42,女,会员
CUST_261643,岳阳市,31,女,会员
CUST_452370,白山市,54,男,会员
CUST_295310,定西市,57,男,会员
CUST_544585,津南区,20,女,会员
CUST_590432,海淀区,34,男,普通
CUST_953864,七台河市,36,女,会员
CUST_564227,张家口市,30,男,普通
CUST_156774,江津区,43,女,会员
CUST_354902,平顶山市,34,男,普通
CUST_993705,滨海新区,28,女,会员
CUST_584191,东营市,37,女,普通
CUST_459730,孝感市,47,女,会员
CUST_309729,保山市,36,女,普通
CUST_726966,宁德市,34,男,会员
CUST_938158,太原市,38,女,普通
CUST_556842,乐山市,32,男,普通
CUST_294299,芜湖市,35,女,会员
CUST_188109,泸州市,31,女,会员
CUST_795703,黄浦区,42,男,普通
CUST_864671,温州市,133,女,普通
CUST_230340,张掖市,51,女,普通
CUST_121630,酒泉市,37,男,普通
CUST_142705,九龙坡区,25,男,普通
CUST_689279,益阳市,39,女,普通
CUST_792454,焦作市,43,女,会员
CUST_282168,嘉模堂区,45,女,会员
CUST_869459,和田市,43,女,会员
CUST_812009,湘西土家族苗族自治州,45,男,普通
CUST_588397,未知,25,,普通
CUST_896759,东丽区,42,女,会员
CUST_247872,阿克苏市,38,女,普通
CUST_698313,内江市,19,男,普通
CUST_543471,安顺市,133,男,会员
CUST_756417,营口市,34,男,会员
CUST_233744,石家庄市,43,女,会员
CUST_387130,毕节市,47,男,会员
CUST_589180,滨州市,27,女,会员
CUST_370694,六盘水市,26,男,会员
CUST_672768,四平市,37,男,会员
CUST_529727,长沙市,31,男,会员
CUST_783121,红河哈尼族彝族自治州,133,男,会员
CUST_601130,滨州市,47,男,会员
CUST_307844,杭州市,30,女,会员
CUST_359755,伊春市,14,男,普通
CUST_564688,怀柔区,56,女,普通
CUST_348871,大足区,38,女,普通
CUST_303856,遵义市,52,女,会员
CUST_524144,锡林郭勒盟,30,男,普通
CUST_652124,萍乡市,46,女,普通
CUST_311328,金华市,43,女,会员
CUST_830081,鄂尔多斯市,55,男,会员
CUST_238896,宁德市,45,女,普通
CUST_952280,普陀区,51,女,普通
CUST_198928,曲靖市,54,女,普通
CUST_378530,烟台市,57,男,普通
CUST_639864,双鸭山市,32,男,普通
CUST_698327,舟山市,38,女,普通
CUST_307997,济南市,36,男,会员
CUST_385528,朝阳区,29,,普通
CUST_968769,莆田市,47,男,会员
CUST_510593,东营市,36,女,会员
CUST_699639,南京市,51,男,普通
CUST_826788,通辽市,47,男,普通
CUST_697175,临夏回族自治州,25,女,普通
CUST_153357,南平市,36,男,普通
CUST_837859,南阳市,48,男,普通
CUST_248460,未知,39,女,普通
CUST_299496,资阳市,52,女,普通
CUST_724934,济南市,17,女,普通
CUST_801200,昌吉回族自治州,22,男,会员
CUST_729608,辽源市,47,女,普通
CUST_928803,阿坝藏族羌族自治州,40,男,会员
CUST_326744,汉中市,45,女,会员
CUST_998504,昌吉回族自治州,44,男,普通
CUST_111808,永州市,33,男,普通
CUST_281006,乐东黎族自治县,36,女,会员
CUST_581485,嘉定区,30,男,会员
CUST_503495,遂宁市,38,男,普通
CUST_809615,和平区,41,女,普通
CUST_975117,阜阳市,31,男,会员
CUST_264580,铁岭市,29,男,普通
CUST_551673,遵义市,29,男,普通
CUST_658060,广元市,37,女,会员
CUST_409171,抚顺市,34,女,普通
CUST_914998,曲靖市,45,女,会员
CUST_232470,九龙坡区,37,男,普通
CUST_213158,大堂区,22,男,普通
CUST_491355,望德堂区,42,女,普通
CUST_164335,贵港市,25,男,会员
CUST_422776,江门市,39,男,会员
CUST_943923,津南区,48,女,普通
CUST_452903,沧州市,30,女,普通
CUST_790416,北海市,32,男,普通
CUST_318383,武清区,35,男,会员
CUST_842252,阳泉市,36,男,普通
CUST_559119,兴安盟,44,男,会员
CUST_810001,深水埗区,54,男,会员
CUST_222570,四平市,42,女,普通
CUST_855277,宝鸡市,23,女,会员
CUST_301144,通州区,40,女,普通
CUST_275545,未知,38,女,普通
CUST_868275,风顺堂区,20,女,普通
CUST_749460,黔东南苗族侗族自治州,32,男,普通
CUST_210090,浦东新区,38,男,普通
CUST_203565,珠海市,42,女,普通
CUST_119646,延庆区,49,男,会员
CUST_620260,舟山市,43,女,会员
CUST_526478,东城区,44,男,普通
CUST_550444,普洱市,34,女,会员
CUST_682692,曲靖市,44,男,会员
CUST_602861,顺义区,43,男,会员
CUST_797287,乐山市,40,女,普通
CUST_211987,长治市,31,女,会员
CUST_688628,广元市,47,男,普通
CUST_233553,德阳市,19,女,普通
CUST_492556,滁州市,52,男,普通
CUST_108869,乐山市,38,男,会员
CUST_789934,嘉定区,35,女,普通
CUST_836798,南阳市,34,男,会员
CUST_272325,张家界市,42,女,会员
CUST_705590,北区,44,女,普通
CUST_527174,宜宾市,63,男,会员
CUST_798631,岳阳市,30,女,普通
CUST_948174,资阳市,64,男,普通
CUST_821562,舟山市,58,女,会员
CUST_459028,拉萨市,38,女,普通
CUST_800472,吴忠市,32,女,会员
CUST_836155,吉林市,41,男,普通
CUST_281041,平顶山市,54,男,会员
CUST_974519,遂宁市,48,女,会员
CUST_869521,合川区,37,男,会员
CUST_865287,驻马店市,57,女,普通
CUST_267691,西青区,26,女,普通
CUST_326745,朝阳市,46,女,普通
CUST_679332,安阳市,34,男,会员
CUST_884525,平谷区,31,男,会员
CUST_541814,滁州市,55,女,普通
CUST_141868,深水埗区,42,女,会员
CUST_773402,宝坻区,7,男,会员
CUST_375651,济源市,34,男,普通
CUST_117431,安庆市,35,女,会员
CUST_290024,中西区,43,男,会员
CUST_123882,贵阳市,62,男,会员
CUST_945841,嘉兴市,27,男,会员
CUST_599481,乌海市,39,女,会员
CUST_889187,张家口市,28,男,普通
CUST_301847,漳州市,26,女,会员
CUST_448880,南岸区,44,男,会员
CUST_475603,石嘴山市,31,女,会员
CUST_205519,长春市,43,男,普通
CUST_139952,潍坊市,42,女,普通
CUST_604327,固原市,31,男,普通
CUST_372594,大庆市,46,女,普通
CUST_854440,日照市,37,女,会员
CUST_590089,石家庄市,49,女,普通
CUST_533200,虹口区,31,男,普通
CUST_451162,怀化市,50,男,普通
CUST_389937,枣庄市,45,女,会员
CUST_960237,徐州市,25,男,普通
CUST_855706,固原市,23,女,会员
CUST_208169,黄南藏族自治州,46,男,普通
CUST_276655,定西市,31,女,普通
CUST_457169,怀化市,37,女,普通
CUST_729648,湖州市,61,男,普通
CUST_471741,攀枝花市,42,女,普通
CUST_701202,通辽市,67,女,会员
CUST_144493,未知,37,男,会员
CUST_841632,圣方济各堂区,40,女,普通
CUST_147264,万州区,51,男,普通
CUST_265126,黔江区,22,女,普通
CUST_799618,长沙市,48,女,会员
CUST_455069,津南区,38,女,会员
CUST_749343,海淀区,41,女,普通
CUST_593195,潍坊市,45,男,会员
CUST_778094,包头市,41,男,会员
CUST_367031,武威市,34,男,普通
CUST_725382,万州区,42,男,普通
CUST_272001,酒泉市,39,男,会员
CUST_873784,通州区,34,男,会员
CUST_109097,铜梁区,39,女,普通
CUST_789368,资阳市,37,男,普通
CUST_529515,未知,42,男,普通
CUST_378775,潮州市,41,女,会员
CUST_946877,周口市,51,女,普通
CUST_364068,定西市,33,男,普通
CUST_495521,白银市,35,女,普通
CUST_305354,衡阳市,48,男,普通
CUST_422424,达州市,48,男,普通
CUST_659975,吉安市,34,男,会员
CUST_545097,昌都市,47,女,普通
CUST_848548,丹东市,31,男,普通
CUST_250500,泰安市,62,男,会员
CUST_804723,曲靖市,47,男,普通
CUST_722564,信阳市,52,男,会员
CUST_843448,虹口区,29,男,普通
CUST_165605,未知,39,男,普通
CUST_144704,自贡市,44,男,普通
CUST_253493,拉萨市,55,男,普通
CUST_150899,和平区,37,女,普通
CUST_169466,东丽区,39,男,会员
CUST_956508,未知,33,女,会员
CUST_841952,临沂市,42,女,会员
CUST_111825,屯门区,37,女,普通
CUST_908628,阜新市,41,女,普通
CUST_448979,大渡口区,24,女,会员
CUST_901323,广元市,35,女,会员
CUST_143769,张家界市,50,女,会员
CUST_450979,长宁区,28,女,普通
CUST_397780,高雄市,51,女,普通
CUST_479501,海南藏族自治州,24,男,普通
CUST_169105,珠海市,55,男,会员
CUST_514847,高雄市,36,女,会员
CUST_233411,沈阳市,47,女,普通
CUST_980453,梅州市,30,男,会员
CUST_576655,阳江市,46,男,会员
CUST_724695,新余市,58,女,会员
CUST_378995,保定市,40,男,会员
CUST_838927,滨州市,34,女,会员
CUST_284615,朝阳区,37,男,会员
CUST_715938,密云区,25,女,会员
CUST_800088,马鞍山市,32,男,会员
CUST_134626,绵阳市,35,男,普通
CUST_372189,未知,40,女,会员
CUST_522998,未知,37,女,普通
CUST_165449,宜春市,38,女,会员
CUST_969980,未知,35,男,会员
CUST_177239,甘南藏族自治州,35,男,会员
CUST_222533,海西蒙古族藏族自治州,49,女,普通
CUST_673788,安阳市,45,女,会员
CUST_217608,嘉兴市,42,男,普通
CUST_872099,河西区,43,女,普通
CUST_254262,扬州市,133,男,会员
CUST_741745,临高县,45,男,会员
CUST_942021,南宁市,36,男,会员
CUST_619676,淄博市,29,女,会员
CUST_120821,莆田市,7,女,普通
CUST_786524,崇左市,52,男,会员
CUST_754968,临沧市,27,女,普通
CUST_967944,林芝市,30,男,普通
CUST_333302,南平市,21,男,普通
CUST_312557,石家庄市,23,女,普通
CUST_445095,和平区,34,男,普通
CUST_514337,吉林市,41,男,普通
CUST_659822,巴中市,45,男,会员
CUST_866333,日喀则市,43,男,会员
CUST_655923,咸阳市,23,女,会员
CUST_962565,琼中黎族苗族自治县,33,男,普通
CUST_867461,那曲市,41,女,普通
CUST_646468,海口市,40,男,会员
CUST_557266,大兴区,40,女,普通
CUST_445847,丹东市,57,女,普通
CUST_455865,新北市,34,男,普通
CUST_725018,承德市,44,女,会员
CUST_930838,莆田市,60,男,普通
CUST_167737,七台河市,42,女,会员
CUST_962404,芜湖市,34,男,普通
CUST_771341,九龙城区,29,女,会员
CUST_623010,黔南布依族苗族自治州,33,男,会员
CUST_575010,阿克苏市,24,女,会员
CUST_765297,合肥市,36,男,普通
CUST_325272,静安区,52,女,普通
CUST_309975,兴安盟,16,男,普通
CUST_243800,宝鸡市,29,男,会员
CUST_554287,怒江傈僳族自治州,45,男,会员
CUST_463380,梅州市,20,男,会员
CUST_529625,阜阳市,39,男,普通
CUST_877996,朝阳区,25,男,普通
CUST_588260,汕尾市,55,女,普通
CUST_566075,风顺堂区,41,男,会员
CUST_543193,北区,57,男,会员
CUST_188314,乐东黎族自治县,34,女,普通
